一万八千	1.153.34.312
弄巧反拙	11132.12115.3354.1002
弄巧成拙	11132.12115.135.1002
弄巧成拙	11132.12115.135534.1002
弄明白了	11132.8136.381.52
弄没弄好	11132.443.11132.595
弄没弄好	11132.443554.11132.5958
弄虚作假	11132.872.32312.320
弄虚作假	11132.8722.323121.3207
弊多利少	689.909.922.2343
弊多利少	689012.9090.9222.2343
弊绝风清	689.55355.353.4471
弊绝风清	689012.553555.3534.447121
式样新颖	11215.1243.611.3592
式样新颖	112154.12432.611233.359218
引人入胜	572.34.34.363
引人入胜	572.34.34.36371
引人关注	572.34.4334.44411
引人注目	572.34.44411.82
引人瞩目	572.34.8207.82
引人瞩目	572.34.820734.82
引以为傲	572.543.4.3271
引以为傲	572.5434.4354.327150
引以为憾	572.543.4.49131
引以为憾	572.5434.4354.491315
引以为戒	572.543.4.1132
引以为戒	572.5434.4354.113254
引以为耻	572.543.4.7221
引以为耻	572.5434.4354.7221
引以为荣	572.543.4.1745
引以为荣	572.5434.4354.174512
引以为豪	572.543.4.4113
引以为豪	572.5434.4354.4113
引吭高歌	572.804135.418.18021
引吭高歌	572.804135.4180.180214
引咎自责	572.90248.382.7128
引咎自责	572.902480.382.7128
引咎辞职	572.90248.9261.728
引咎辞职	572.902480.926112.728034
引水上山	572.253.21.20
引水上山	572.2534.21.20
引火烧身	572.69.6915.99
引火烧身	572.69.691535.99
引狼入室	572.3840.34.4615
引狼入室	572.38403.34.461549
引玉之砖	572.114.454.141
引玉之砖	572.114.454.141154
引用误差	572.351.4080.4312
引用误差	572.35112.408014.43121
引经据典	572.55.100.2517
引经据典	572.555411.100710.251714
引而不发	572.1325.1324.535
引而不发	572.132522.1324.53544
引而伸之	572.1325.3283.454
引而伸之	572.132522.3283.454
引蛇出洞	572.264.02.4425
引蛇出洞	572.264635.02.442510
引起争议	572.765.3501.4043
引起争议	572.76515.35012.40434
引起反应	572.765.3354.476
引起反应	572.76515.3354.4764
引起轰动	572.765.7754.11545
引起轰动	572.76515.775454.115453
引车卖浆	572.77.12544.412904
引车卖浆	572.77.125444.412904
引进人才	572.784.34.123
引进人才	572.78454.34.123
引进人材	572.784.34.12123
引进人材	572.78454.34.12123
引进外资	572.784.902.413538
引进外资	572.78454.9024.413538
引进技术	572.784.10125.124
引进技术	572.78454.101254.124
引进设备	572.784.40355.9083
引进设备	572.78454.403554.9083
引锥刺股	572.9132.12523.36355
引锥刺股	572.913241.125232.363554
引颈受戮	572.54121.394.043434
引颈受戮	572.541218.394554.043434
引风吹火	572.353.80353.69
引风吹火	572.3534.803534.69
弗吉尼亚	5732.1980.0735.122
弗洛伊德	5732.4490.32013.3312
弗洛伊德	5732.449080.32013.331285
弗里德曼	5732.812.3312.8184
弗里德曼	5732.81211.331285.818454
弟弟妹妹	435.435.5911.5911
弟弟妹妹	435723.435723.59112.59112
张三李四	57.111.1258.84
张三李四	573154.111.1258.84
张冠李戴	57.4511.1258.198
张冠李戴	573154.451134.1258.198314
张口结舌	57.80.5519.92
张口结舌	573154.80.551980.92
张口闭口	57.80.42123.80
张口闭口	573154.80.42123.80
张家港市	57.46.44183.4125
张家港市	573154.4613.441835.4125
张弛有度	57.5752.13.4718
张弛有度	573154.57525.132511.471854
张灯结彩	57.691.5519.391
张灯结彩	573154.6912.551980.391233
张牙舞爪	57.79.3117.3324
张牙舞爪	573154.79.311712.3324
张皇失措	57.38111.3113.1018
张皇失措	573154.38111.31134.101881
弥天大祸	5735.1134.134.6280
弥天大祸	573524.1134.134.628024
弥天大罪	5735.1134.134.842
弥天大罪	573524.1134.134.8423
弥天大谎	5735.1134.134.4017
弥天大谎	573524.1134.134.401745
弥留之际	5735.3545.454.52112
弥留之际	573524.354533.454.521124
弥足珍贵	5735.29.11343.8021
弥足珍贵	573524.29.113433.802128
弦外之意	5741.902.454.618
弦外之意	574156.9024.454.618165
弦外之音	5741.902.454.6181
弦外之音	574156.9024.454.6181
弱不禁风	574.1324.121214.353
弱不禁风	574151.1324.121214.3534
弱不胜衣	574.1324.363.413
弱不胜衣	574151.1324.36371.413534
弱肉强食	574.253434.578.30
弱肉强食	574151.253434.578026.30
弹不虚发	5743.1324.872.535
弹不虚发	574382.1324.8722.53544
弹丸之地	5743.354.454.195
弹丸之地	574382.354.454.19525
弹冠相庆	5743.4511.1282.471
弹冠相庆	574382.451134.1282.47134
弹尽援绝	5743.07.10391.55355
弹尽援绝	574382.07444.103914.553555
弹尽粮绝	5743.07.684.55355
弹尽粮绝	574382.07444.68403.553555
弹性模量	5743.49.1217.81181
弹性模量	574382.49371.121784.811811
弹指之间	5743.1035.454.4281
弹指之间	574382.103581.454.4281
弹无虚发	5743.113.872.535
弹无虚发	574382.1135.8722.53544
弹道导弹	5743.4338.51512.5743
弹道导弹	574382.433824.515124.574382
强人所难	578.34.335.5432
强人所难	578026.34.335133.543241
强作解人	578.32312.3553.34
强作解人	578026.323121.355331.34
强健体魄	578.3201.32121.38199
强健体魄	578026.320154.32121.38199
强制执行	578.3112.10354.3311
强制执行	578026.311252.10354.33112
强制措施	578.3112.1018.6031
强制措施	578026.311252.101881.603155
强力霉素	578.53.1631.715
强力霉素	578026.53.163106.715624
强加于人	578.538.112.34
强加于人	578026.5380.112.34
强取豪夺	578.725.4113.13412
强取豪夺	578026.7254.4113.134124
强国之路	578.2.454.299
强国之路	578026.251141.454.299080
强国富民	578.2.4618.5151
强国富民	578026.251141.461803.51515
强奸民意	578.59112.5151.618
强奸民意	578026.59112.51515.618165
强干弱枝	578.112.574.12125
强干弱枝	578026.112.574151.121254
强度极限	578.4718.12354.520
强度极限	578026.471854.12354.5203
强弩之末	578.59545.454.112
强弩之末	578026.595457.454.112
强强联合	578.578.724.94
强强联合	578026.578026.724334.94
强强联手	578.578.724.97
强强联手	578026.578026.724334.97
强手如林	578.97.598.1212
强手如林	578026.97.5980.1212
强权政治	578.1254.1219.445
强权政治	578026.1254.12190.445480
强烈抗议	578.13226.1041.4043
强烈抗议	578026.132269.104135.40434
强烈支持	578.13226.1254.10191
强烈支持	578026.132269.1254.101914
强的松龙	578.3.1234.13534
强的松龙	578026.381354.123454.13534
强硬态度	578.1418.13446.4718
强硬态度	578026.141814.134465.471854
强行摊派	578.3311.10543.4433
强行摊派	578026.33112.105431.443334
强词夺理	578.4051.13412.118
强词夺理	578026.405180.134124.118121
强调指出	578.4035.1035.02
强调指出	578026.403510.103581.02
强身健体	578.99.3201.32121
强身健体	578026.99.320154.32121
强颜欢笑	578.6133.5435.379
强颜欢笑	578026.613338.543534.3794
归去来兮	230.1954.168.3415
归去来兮	2301.1954.168.3415
归国华侨	230.2.32351.3294
归国华侨	2301.251141.323512.329432
归心似箭	230.65.32543.3743
归心似箭	2301.65.325434.374322
归根到底	230.120.154.473
归根到底	2301.1203.154192.473514
归根究底	230.120.4635.473
归根究底	2301.1203.4635.473514
归根结底	230.120.5519.473
归根结底	2301.1203.551980.473514
归根结蒂	230.120.5519.17612
归根结蒂	2301.1203.551980.176125
归马放牛	230.50.609.31
归马放牛	2301.50.6090.31
当之无愧	240.454.113.499
当之无愧	2401.454.1135.4999
当仁不让	240.3211.1324.402
当仁不让	2401.3211.1324.4021
当今世界	240.3445.185.833
当今世界	2401.3445.185.833432
当今之世	240.3445.454.185
当今之世	2401.3445.454.185
当今社会	240.3445.62.341
当今社会	2401.3445.6219.341154
当代意识	240.32154.618.408
当代意识	2401.32154.618165.408034
当众出丑	240.34343.02.5211
当众出丑	2401.343434.02.5211
当前任务	240.4325.32319.905
当前任务	2401.432512.32319.9053
当前工作	240.4325.121.32312
当前工作	2401.432512.121.323121
当前状况	240.4325.4121.41803
当前状况	2401.432512.412134.418035
当务之急	240.905.454.350
当务之急	2401.9053.454.350165
当地时间	240.195.811.4281
当地时间	2401.19525.81124.4281
当头一棒	240.4413.1.127
当头一棒	2401.44134.1.127312
当头棒喝	240.4413.127.8081
当头棒喝	2401.44134.127312.808135
当家作主	240.46.32312.411
当家作主	2401.4613.323121.411
当家做主	240.46.321.411
当家做主	2401.4613.321280.411
当局者迷	240.075.19381.6845
当局者迷	2401.07580.19381.68454
当断不断	240.6853.1324.6853
当断不断	2401.68533.1324.68533
当替罪羊	240.11341.842.432
当替罪羊	2401.113411.8423.432
当机立断	240.1235.61.6853
当机立断	2401.1235.61.68533
当然不会	240.9013.1324.341
当然不会	2401.901349.1324.341154
当然不够	240.9013.1324.35809
当然不够	2401.901349.1324.358090
当然不想	240.9013.1324.12826
当然不想	2401.901349.1324.128265
当然不是	240.9013.1324.8
当然不是	2401.901349.1324.8176
当然不能	240.9013.1324.5
当然不能	2401.901349.1324.542515
当然不行	240.9013.1324.3311
当然不行	2401.901349.1324.33112
当然也是	240.9013.525.8
当然也是	2401.901349.525.8176
当牛做马	240.31.321.50
当牛做马	2401.31.321280.50
当耳旁风	240.72.616.353
当耳旁风	2401.72.6160.3534
当耳边风	240.72.5345.353
当耳边风	2401.72.53454.3534
当行出色	240.3311.02.3552
当行出色	2401.33112.02.355215
当量浓度	240.81181.444534.4718
当量浓度	2401.811811.444534.471854
录音磁带	012.6181.1443.174
录音磁带	012414.6181.144356.174525
形势发展	783.103543.535.0718
形势发展	78333.103543.53544.071854
形势逼人	783.103543.18083.34
形势逼人	78333.103543.180834.34
形单影只	783.4381.8141.803
形单影只	78333.438112.814123.8034
形只影单	783.803.8141.4381
形只影单	78333.8034.814123.438112
形同虚设	783.25.872.40355
形同虚设	78333.25180.8722.403554
形如槁木	783.598.124180.12
形如槁木	78333.5980.124180.12
形容憔悴	783.4694.49324.494132
形容憔悴	78333.4694.493249.494132
形式主义	783.11215.411.434
形式主义	78333.112154.411.434
形式多样	783.11215.909.1243
形式多样	78333.112154.9090.12432
形式逻辑	783.11215.8490.7780
形式逻辑	78333.112154.849044.778072
形形色色	783.783.3552.3552
形形色色	78333.78333.355215.355215
形影不离	783.8141.1324.41345
形影不离	78333.814123.1324.413454
形影相吊	783.8141.1282.8025
形影相吊	78333.814123.1282.8025
形影相随	783.8141.1282.5213
形影相随	78333.814123.1282.521324
形格势禁	783.1290.103543.121214
形格势禁	78333.129080.103543.121214
形而上学	783.1325.21.64
形而上学	78333.132522.21.6458
形象生动	783.358.371.11545
形象生动	78333.358034.371.115453
形迹可疑	783.664.18.359
形迹可疑	78333.66454.1802.359458
形销骨立	783.91241.85.61
形销骨立	78333.912411.85.61
彤云密布	35413.1154.466.1325
彤云密布	354133.1154.466520.1325
彩云满天	391.1154.4417.1134
彩云满天	391233.1154.441714.1134
彩凤随鸦	391.3554.5213.799
彩凤随鸦	391233.3554.521324.7996
彩旗飞舞	391.60317.534.3117
彩旗飞舞	391233.603170.534.311712
彩桥横空	391.129.1218.4612
彩桥横空	391233.129432.121884.46121
彩色照片	391.3552.8153.32
彩色照片	391233.355215.815389.32
彩色电视	391.3552.815.6225
彩色电视	391233.355215.815.622535
彩衣娱亲	391.413.5980.6112
彩衣娱亲	391233.413534.598014.6112
彩霞缤纷	391.1607.55469.5534
彩霞缤纷	391233.1607.554694.553453
彪形大汉	87353.783.134.4454
彪形大汉	873533.78333.134.4454
彪柄千古	87353.121254.312.1280
彪柄千古	873533.121254.312.1280
彪炳千古	87353.69125.312.1280
彪炳千古	873533.691254.312.1280
彬彬有礼	121233.121233.13.625
彬彬有礼	121233.121233.132511.625
彰善瘅恶	618113.4324.48438.1226
彰善瘅恶	618113.432430.484382.12265
彰明较著	618113.8136.776.1719
彰明较著	618113.8136.776634.171931
影响不大	8141.8032.1324.134
影响不大	814123.803250.1324.134
影响到他	8141.8032.154.325
影响到他	814123.803250.154192.32525
影响到你	8141.8032.154.32
影响到你	814123.803250.154192.323524
影响到她	8141.8032.154.5952
影响到她	814123.803250.154192.59525
影响到我	8141.8032.154.31
影响到我	814123.803250.154192.312154
影响大家	8141.8032.134.46
影响大家	814123.803250.134.4613
影响很大	8141.8032.33.134
影响很大	814123.803250.3303.134
影影绰绰	8141.8141.5521.5521
影影绰绰	814123.814123.552182.552182
影视制作	8141.6225.3112.32312
影视制作	814123.622535.311252.323121
影视后期	8141.6225.331.703
影视后期	814123.622535.33180.7036
彻夜狂欢	3315.4132.3811.5435
彻夜狂欢	331553.413290.3811.543534
彻头彻尾	3315.4413.3315.079
彻头彻尾	331553.44134.331553.0797
彻底改变	3315.473.5159.665
彻底改变	331553.473514.51590.6654
彻底澄清	3315.473.4456.4471
彻底澄清	331553.473514.445611.447121
彻底解决	3315.473.3553.4151
彻底解决	331553.473514.355331.415134
彻里彻外	3315.812.3315.902
彻里彻外	331553.81211.331553.9024
彼此之间	3353.213.454.4281
彼此之间	335324.2135.454.4281
彼此彼此	3353.213.3353.213
彼此彼此	335324.2135.335324.2135
往前一步	3341.4325.1.212
往前一步	33411.432512.1.21233
往右边看	3341.138.5345.978
往右边看	33411.1380.53454.9782
往哪儿去	3341.8051.35.1954
往哪儿去	33411.805152.35.1954
往哪儿走	3341.8051.35.76
往哪儿走	33411.805152.35.76
往哪里去	3341.8051.812.1954
往哪里去	33411.805152.81211.1954
往左边看	3341.131.5345.978
往左边看	33411.13121.53454.9782
往常一样	3341.242.1.1243
往常一样	33411.2425.1.12432
往时难忘	3341.811.5432.415
往时难忘	33411.81124.543241.41565
往来帐单	3341.168.2531.4381
往来帐单	33411.168.253154.438112
往来帐档	3341.168.2531.12240
往来帐档	33411.168.253154.122401
往来帐目	3341.168.2531.82
往来帐目	33411.168.253154.82
往返机票	3341.33544.1235.741
往返机票	33411.335444.1235.741124
往返运输	3341.33544.11544.7734
往返运输	33411.335444.115444.773412
征求意见	33121.1241.618.2535
征求意见	33121.124134.618165.2535
待业青年	33191.22.71.311
待业青年	331914.22.712511.311212
待人接物	33191.34.106.313
待人接物	331914.34.106159.313533
待价而沽	33191.3234.1325.441280
待价而沽	331914.323432.132522.441280
待字闺中	33191.4658.4219.802
待字闺中	331914.4658.421919.802
待摊费用	33191.10543.573.351
待摊费用	331914.105431.573228.35112
待时而动	33191.811.1325.11545
待时而动	331914.81124.132522.115453
待理不理	33191.118.1324.118
待理不理	331914.118121.1324.118121
徇国忘身	333581.2.415.99
徇国忘身	333581.251141.41565.99
徇情枉法	333581.497.1211.44
徇情枉法	333581.497121.1211.441954
徇私枉法	333581.9254.1211.44
徇私枉法	333581.9254.1211.441954
徇私舞弊	333581.9254.3117.689
徇私舞弊	333581.9254.311712.689012
很不习惯	33.1324.541.4906
很不习惯	3303.1324.541.490628
很不听话	33.1324.8033.409
很不听话	3303.1324.8033.4092
很不好做	33.1324.595.321
很不好做	3303.1324.5958.321280
很不好用	33.1324.595.351
很不好用	3303.1324.5958.35112
很不好的	33.1324.595.3
很不好的	3303.1324.5958.381354
很不好看	33.1324.595.978
很不好看	3303.1324.5958.9782
很不容易	33.1324.4694.8135
很不容易	3303.1324.4694.813533
很不对劲	33.1324.541.5412
很不对劲	3303.1324.54124.541213
很不小心	33.1324.234.65
很不小心	3303.1324.234.65
很不开心	33.1324.78.65
很不开心	3303.1324.78.65
很不情愿	33.1324.497.1338
很不情愿	3303.1324.497121.133815
很不明白	33.1324.8136.381
很不明白	3303.1324.8136.381
很不正常	33.1324.121.242
很不正常	3303.1324.121.2425
很不舒服	33.1324.341124.365
很不舒服	3303.1324.341124.365254
很不顺心	33.1324.3221.65
很不顺心	3303.1324.322138.65
很不高兴	33.1324.418.6434
很不高兴	3303.1324.4180.6434
很久不见	33.354.1324.2535
很久不见	3303.354.1324.2535
很久以前	33.354.543.4325
很久以前	3303.354.5434.432512
很久很久	33.354.33.354
很久很久	3303.354.3303.354
很久时间	33.354.811.4281
很久时间	3303.354.81124.4281
很久没去	33.354.443.1954
很久没去	3303.354.443554.1954
很可能是	33.18.5.8
很可能是	3303.1802.542515.8176
很多事情	33.909.180.497
很多事情	3303.9090.180012.497121
很多功能	33.909.12153.5
很多功能	3303.9090.12153.542515
很多地方	33.909.195.60
很多地方	3303.9090.19525.60
很多很多	33.909.33.909
很多很多	3303.9090.3303.9090
很多情况	33.909.497.41803
很多情况	3303.9090.497121.418035
很多时候	33.909.811.3225
很多时候	3303.9090.81124.322514
很多首歌	33.909.43382.18021
很多首歌	3303.9090.43382.180214
很大成绩	33.134.135.557
很大成绩	3303.134.135534.557128
很奇怪吗	33.13418.4954.8050
很奇怪吗	3303.134182.495419.8050
很好很好	33.595.33.595
很好很好	3303.5958.3303.5958
很好的了	33.595.3.52
